IHSA
Chicago,Public,Catholic,,,,,,,,,,,
Catholic,East,West,,,,,,,,,,,
Western,DuCook,DuKane,,,,,,,,,,,
Northern,McLake,Grant,,,,,,,,,,,
Central,DesPlaines,Sangamon,,,,,,,,,,,
Southern,Mississippi,Prairie,,,,,,,,,,,
# Team format:,Conference,Division,Name,Abbr,Prestige,Rival,,,,,,,
TEAM,Southern,Mississippi,Althoff Catholic,AC,60,STJ,,,,,,,			
TEAM,Southern,Mississippi,DuQuoin,DUQ,55,TOL,,,,,,,			
TEAM,Southern,Mississippi,Carthage,CAR,65,BCC,,,,,,,			
TEAM,Southern,Mississippi,Aledo,ALE,65,BLM,,,,,,,			
TEAM,Southern,Prairie,Maroa Forsyth,MF,70,ESL,,,,,,,			
TEAM,Southern,Prairie,Tuscola,TUS,60,BEL,,,,,,,			
TEAM,Southern,Prairie,Moweaqua Central A&M,MAM,60,EDW,,,,,,,			
TEAM,Southern,Prairie,St. Joseph-Ogden,STJ,70,AC,,,,,,,			
TEAM,Southern,Prairie,Tolono Unity,TOL,70,DUQ,,,,,,,			
TEAM,Southern,Prairie,Bloomington Central Catholic,BCC,65,CAR,,,,,,,			
TEAM,Southern,Prairie,Bloomington,BLM,65,ALE,,,,,,,					
END_FILE,,,,,,,,,,,,,
